5 Minutes	Lane 1 Flow (Veh/5 Minutes)
22-01-2016 20:05	78
22-01-2016 20:10	70
22-01-2016 20:15	63
22-01-2016 20:20	49
22-01-2016 20:25	70
22-01-2016 20:30	47
22-01-2016 20:35	54
22-01-2016 20:40	59
22-01-2016 20:45	60
22-01-2016 20:50	52
22-01-2016 20:55	48
22-01-2016 21:00	63
22-01-2016 21:05	46
22-01-2016 21:10	35
22-01-2016 21:15	48
22-01-2016 21:20	51
22-01-2016 21:25	61
22-01-2016 21:30	44
22-01-2016 21:35	50
22-01-2016 21:40	54
22-01-2016 21:45	40
22-01-2016 21:50	37
22-01-2016 21:55	44
22-01-2016 22:00	39
22-01-2016 22:05	40
22-01-2016 22:10	42
22-01-2016 22:15	39
22-01-2016 22:20	45
22-01-2016 22:25	40
22-01-2016 22:30	44
22-01-2016 22:35	33
22-01-2016 22:40	35
22-01-2016 22:45	39
22-01-2016 22:50	34
22-01-2016 22:55	33
22-01-2016 23:00	22
22-01-2016 23:05	27
22-01-2016 23:10	31
22-01-2016 23:15	25
22-01-2016 23:20	24
22-01-2016 23:25	20
22-01-2016 23:30	23
22-01-2016 23:35	25
22-01-2016 23:40	34
22-01-2016 23:45	25
22-01-2016 23:50	30
22-01-2016 23:55	9
29-01-2016 00:00	10
29-01-2016 00:05	14
29-01-2016 00:10	11
29-01-2016 00:15	9
29-01-2016 00:20	13
29-01-2016 00:25	11
29-01-2016 00:30	11
29-01-2016 00:35	8
29-01-2016 00:40	3
29-01-2016 00:45	11
29-01-2016 00:50	8
29-01-2016 00:55	7
29-01-2016 01:00	8
29-01-2016 01:05	6
29-01-2016 01:10	5
29-01-2016 01:15	2
29-01-2016 01:20	10
29-01-2016 01:25	4
29-01-2016 01:30	9
29-01-2016 01:35	4
29-01-2016 01:40	6
29-01-2016 01:45	6
29-01-2016 01:50	6
29-01-2016 01:55	6
29-01-2016 02:00	3
29-01-2016 02:05	5
29-01-2016 02:10	5
29-01-2016 02:15	7
29-01-2016 02:20	2
29-01-2016 02:25	4
29-01-2016 02:30	8
29-01-2016 02:35	2
29-01-2016 02:40	3
29-01-2016 02:45	4
29-01-2016 02:50	4
29-01-2016 02:55	3
29-01-2016 03:00	2
29-01-2016 03:05	2
29-01-2016 03:10	4
29-01-2016 03:15	4
29-01-2016 03:20	7
29-01-2016 03:25	5
29-01-2016 03:30	4
29-01-2016 03:35	8
29-01-2016 03:40	4
29-01-2016 03:45	8
29-01-2016 03:50	2
29-01-2016 03:55	8
29-01-2016 04:00	8
29-01-2016 04:05	10
29-01-2016 04:10	11
29-01-2016 04:15	16
29-01-2016 04:20	15
29-01-2016 04:25	12
29-01-2016 04:30	15
29-01-2016 04:35	25
29-01-2016 04:40	27
29-01-2016 04:45	34
29-01-2016 04:50	20
29-01-2016 04:55	34
29-01-2016 05:00	41
29-01-2016 05:05	40
29-01-2016 05:10	50
29-01-2016 05:15	40
29-01-2016 05:20	61
29-01-2016 05:25	58
29-01-2016 05:30	65
29-01-2016 05:35	64
29-01-2016 05:40	86
29-01-2016 05:45	90
29-01-2016 05:50	77
29-01-2016 05:55	98
29-01-2016 06:00	89
29-01-2016 06:05	102
29-01-2016 06:10	101
29-01-2016 06:15	122
29-01-2016 06:20	120
29-01-2016 06:25	136
29-01-2016 06:30	127
29-01-2016 06:35	152
29-01-2016 06:40	163
29-01-2016 06:45	169
29-01-2016 06:50	163
29-01-2016 06:55	139
29-01-2016 07:00	166
29-01-2016 07:05	137
29-01-2016 07:10	132
29-01-2016 07:15	142
29-01-2016 07:20	116
29-01-2016 07:25	110
29-01-2016 07:30	111
29-01-2016 07:35	86
29-01-2016 07:40	93
29-01-2016 07:45	75
29-01-2016 07:50	78
29-01-2016 07:55	94
29-01-2016 08:00	100
29-01-2016 08:05	91
29-01-2016 08:10	90
29-01-2016 08:15	79
29-01-2016 08:20	90
29-01-2016 08:25	77
29-01-2016 08:30	106
29-01-2016 08:35	91
29-01-2016 08:40	100
29-01-2016 08:45	101
29-01-2016 08:50	79
29-01-2016 08:55	92
29-01-2016 09:00	90
29-01-2016 09:05	98
29-01-2016 09:10	86
29-01-2016 09:15	92
29-01-2016 09:20	102
29-01-2016 09:25	99
29-01-2016 09:30	116
29-01-2016 09:35	109
29-01-2016 09:40	113
29-01-2016 09:45	109
29-01-2016 09:50	123
29-01-2016 09:55	95
29-01-2016 10:00	117
29-01-2016 10:05	112
29-01-2016 10:10	100
29-01-2016 10:15	108
29-01-2016 10:20	102
29-01-2016 10:25	107
29-01-2016 10:30	85
29-01-2016 10:35	111
29-01-2016 10:40	97
29-01-2016 10:45	101
29-01-2016 10:50	118
29-01-2016 10:55	101
29-01-2016 11:00	116
29-01-2016 11:05	104
29-01-2016 11:10	92
29-01-2016 11:15	98
29-01-2016 11:20	111
29-01-2016 11:25	111
29-01-2016 11:30	93
29-01-2016 11:35	118
29-01-2016 11:40	117
29-01-2016 11:45	121
29-01-2016 11:50	104
29-01-2016 11:55	93
29-01-2016 12:00	104
29-01-2016 12:05	99
29-01-2016 12:10	113
29-01-2016 12:15	105
29-01-2016 12:20	108
29-01-2016 12:25	89
29-01-2016 12:30	101
29-01-2016 12:35	91
29-01-2016 12:40	96
29-01-2016 12:45	100
29-01-2016 12:50	109
29-01-2016 12:55	96
29-01-2016 13:00	89
29-01-2016 13:05	70
29-01-2016 13:10	104
29-01-2016 13:15	110
29-01-2016 13:20	90
29-01-2016 13:25	107
29-01-2016 13:30	119
29-01-2016 13:35	102
29-01-2016 13:40	104
29-01-2016 13:45	104
29-01-2016 13:50	91
29-01-2016 13:55	119
29-01-2016 14:00	107
29-01-2016 14:05	108
29-01-2016 14:10	98
29-01-2016 14:15	120
29-01-2016 14:20	113
29-01-2016 14:25	107
29-01-2016 14:30	107
29-01-2016 14:35	125
29-01-2016 14:40	109
29-01-2016 14:45	122
29-01-2016 14:50	89
29-01-2016 14:55	108
29-01-2016 15:00	103
29-01-2016 15:05	103
29-01-2016 15:10	115
29-01-2016 15:15	108
29-01-2016 15:20	99
29-01-2016 15:25	107
29-01-2016 15:30	103
29-01-2016 15:35	86
29-01-2016 15:40	96
29-01-2016 15:45	112
29-01-2016 15:50	108
29-01-2016 15:55	93
29-01-2016 16:00	106
29-01-2016 16:05	100
29-01-2016 16:10	91
29-01-2016 16:15	102
29-01-2016 16:20	93
29-01-2016 16:25	90
29-01-2016 16:30	83
29-01-2016 16:35	87
29-01-2016 16:40	99
29-01-2016 16:45	105
29-01-2016 16:50	85
29-01-2016 16:55	90
29-01-2016 17:00	97
29-01-2016 17:05	93
29-01-2016 17:10	92
29-01-2016 17:15	99
29-01-2016 17:20	96
29-01-2016 17:25	82
29-01-2016 17:30	95
29-01-2016 17:35	93
29-01-2016 17:40	85
29-01-2016 17:45	88
29-01-2016 17:50	96
29-01-2016 17:55	75
29-01-2016 18:00	86
29-01-2016 18:05	77
29-01-2016 18:10	67
29-01-2016 18:15	85
29-01-2016 18:20	111
29-01-2016 18:25	91
29-01-2016 18:30	97
29-01-2016 18:35	91
29-01-2016 18:40	96
29-01-2016 18:45	82
29-01-2016 18:50	100
29-01-2016 18:55	82
29-01-2016 19:00	76
29-01-2016 19:05	72
29-01-2016 19:10	83
29-01-2016 19:15	90
29-01-2016 19:20	95
29-01-2016 19:25	96
29-01-2016 19:30	92
29-01-2016 19:35	100
29-01-2016 19:40	73
29-01-2016 19:45	82
29-01-2016 19:50	79
29-01-2016 19:55	79
29-01-2016 20:00	79
29-01-2016 20:05	87
29-01-2016 20:10	80
29-01-2016 20:15	79
29-01-2016 20:20	76
29-01-2016 20:25	65
29-01-2016 20:30	84
29-01-2016 20:35	60
29-01-2016 20:40	63
29-01-2016 20:45	49
29-01-2016 20:50	63
29-01-2016 20:55	51
29-01-2016 21:00	44
29-01-2016 21:05	50
29-01-2016 21:10	64
29-01-2016 21:15	64
29-01-2016 21:20	67
29-01-2016 21:25	53
29-01-2016 21:30	52
29-01-2016 21:35	53
29-01-2016 21:40	54
29-01-2016 21:45	46
29-01-2016 21:50	51
29-01-2016 21:55	41
29-01-2016 22:00	36
29-01-2016 22:05	48
29-01-2016 22:10	35
29-01-2016 22:15	46
29-01-2016 22:20	32
29-01-2016 22:25	34
29-01-2016 22:30	35
29-01-2016 22:35	33
29-01-2016 22:40	39
29-01-2016 22:45	31
29-01-2016 22:50	24
29-01-2016 22:55	29
29-01-2016 23:00	29
29-01-2016 23:05	22
29-01-2016 23:10	29
29-01-2016 23:15	29
29-01-2016 23:20	17
29-01-2016 23:25	16
29-01-2016 23:30	28
29-01-2016 23:35	24
29-01-2016 23:40	27
29-01-2016 23:45	24
29-01-2016 23:50	27
29-01-2016 23:55	22
01-02-2016 00:00	15
01-02-2016 00:05	7
01-02-2016 00:10	11
01-02-2016 00:15	7
01-02-2016 00:20	9
01-02-2016 00:25	4
01-02-2016 00:30	7
01-02-2016 00:35	13
01-02-2016 00:40	10
01-02-2016 00:45	13
01-02-2016 00:50	8
01-02-2016 00:55	5
01-02-2016 01:00	2
01-02-2016 01:05	2
01-02-2016 01:10	6
01-02-2016 01:15	7
01-02-2016 01:20	10
01-02-2016 01:25	7
01-02-2016 01:30	8
01-02-2016 01:35	3
01-02-2016 01:40	4
01-02-2016 01:45	6
01-02-2016 01:50	5
01-02-2016 01:55	5
01-02-2016 02:00	5
01-02-2016 02:05	2
01-02-2016 02:10	3
01-02-2016 02:15	6
01-02-2016 02:20	9
01-02-2016 02:25	2
01-02-2016 02:30	1
01-02-2016 02:35	3
01-02-2016 02:40	3
01-02-2016 02:45	6
01-02-2016 02:50	6
01-02-2016 02:55	5
01-02-2016 03:00	6
01-02-2016 03:05	4
01-02-2016 03:10	4
01-02-2016 03:15	8
01-02-2016 03:20	7
01-02-2016 03:25	7
01-02-2016 03:30	7
01-02-2016 03:35	8
01-02-2016 03:40	3
01-02-2016 03:45	8
01-02-2016 03:50	5
01-02-2016 03:55	14
01-02-2016 04:00	20
01-02-2016 04:05	13
01-02-2016 04:10	19
01-02-2016 04:15	11
01-02-2016 04:20	16
01-02-2016 04:25	19
01-02-2016 04:30	22
01-02-2016 04:35	26
01-02-2016 04:40	45
01-02-2016 04:45	48
01-02-2016 04:50	51
01-02-2016 04:55	52
01-02-2016 05:00	56
01-02-2016 05:05	72
01-02-2016 05:10	78
01-02-2016 05:15	55
01-02-2016 05:20	65
01-02-2016 05:25	72
01-02-2016 05:30	78
01-02-2016 05:35	108
01-02-2016 05:40	105
01-02-2016 05:45	103
01-02-2016 05:50	106
01-02-2016 05:55	91
01-02-2016 06:00	90
01-02-2016 06:05	112
01-02-2016 06:10	141
01-02-2016 06:15	138
01-02-2016 06:20	126
01-02-2016 06:25	146
01-02-2016 06:30	151
01-02-2016 06:35	156
01-02-2016 06:40	176
01-02-2016 06:45	174
01-02-2016 06:50	173
01-02-2016 06:55	167
01-02-2016 07:00	142
01-02-2016 07:05	104
01-02-2016 07:10	133
01-02-2016 07:15	118
01-02-2016 07:20	85
01-02-2016 07:25	82
01-02-2016 07:30	85
01-02-2016 07:35	82
01-02-2016 07:40	66
01-02-2016 07:45	80
01-02-2016 07:50	79
01-02-2016 07:55	70
01-02-2016 08:00	63
01-02-2016 08:05	76
01-02-2016 08:10	55
01-02-2016 08:15	70
01-02-2016 08:20	69
01-02-2016 08:25	70
01-02-2016 08:30	73
01-02-2016 08:35	67
01-02-2016 08:40	66
01-02-2016 08:45	77
01-02-2016 08:50	77
01-02-2016 08:55	62
01-02-2016 09:00	70
01-02-2016 09:05	73
01-02-2016 09:10	89
01-02-2016 09:15	85
01-02-2016 09:20	95
01-02-2016 09:25	104
01-02-2016 09:30	101
01-02-2016 09:35	105
01-02-2016 09:40	95
01-02-2016 09:45	96
01-02-2016 09:50	111
01-02-2016 09:55	98
01-02-2016 10:00	119
01-02-2016 10:05	114
01-02-2016 10:10	97
01-02-2016 10:15	114
01-02-2016 10:20	104
01-02-2016 10:25	96
01-02-2016 10:30	129
01-02-2016 10:35	98
01-02-2016 10:40	102
01-02-2016 10:45	100
01-02-2016 10:50	95
01-02-2016 10:55	106
01-02-2016 11:00	86
01-02-2016 11:05	107
01-02-2016 11:10	107
01-02-2016 11:15	96
01-02-2016 11:20	90
01-02-2016 11:25	100
01-02-2016 11:30	72
01-02-2016 11:35	84
01-02-2016 11:40	90
01-02-2016 11:45	86
01-02-2016 11:50	92
01-02-2016 11:55	74
01-02-2016 12:00	34
01-02-2016 12:05	102
01-02-2016 12:10	89
01-02-2016 12:15	114
01-02-2016 12:20	119
01-02-2016 12:25	106
01-02-2016 12:30	85
01-02-2016 12:35	89
01-02-2016 12:40	98
01-02-2016 12:45	105
01-02-2016 12:50	105
01-02-2016 12:55	96
01-02-2016 13:00	78
01-02-2016 13:05	74
01-02-2016 13:10	77
01-02-2016 13:15	75
01-02-2016 13:20	84
01-02-2016 13:25	90
01-02-2016 13:30	94
01-02-2016 13:35	104
01-02-2016 13:40	105
01-02-2016 13:45	98
01-02-2016 13:50	99
01-02-2016 13:55	80
01-02-2016 14:00	75
01-02-2016 14:05	98
01-02-2016 14:10	79
01-02-2016 14:15	105
01-02-2016 14:20	88
01-02-2016 14:25	86
01-02-2016 14:30	89
01-02-2016 14:35	60
01-02-2016 14:40	107
01-02-2016 14:45	100
01-02-2016 14:50	97
01-02-2016 14:55	97
01-02-2016 15:00	101
01-02-2016 15:05	91
01-02-2016 15:10	93
01-02-2016 15:15	92
01-02-2016 15:20	97
01-02-2016 15:25	95
01-02-2016 15:30	96
01-02-2016 15:35	104
01-02-2016 15:40	97
01-02-2016 15:45	97
01-02-2016 15:50	106
01-02-2016 15:55	97
01-02-2016 16:00	80
01-02-2016 16:05	92
01-02-2016 16:10	94
01-02-2016 16:15	116
01-02-2016 16:20	107
01-02-2016 16:25	84
01-02-2016 16:30	78
01-02-2016 16:35	87
01-02-2016 16:40	80
01-02-2016 16:45	90
01-02-2016 16:50	100
01-02-2016 16:55	80
01-02-2016 17:00	97
01-02-2016 17:05	103
01-02-2016 17:10	96
01-02-2016 17:15	105
01-02-2016 17:20	103
01-02-2016 17:25	104
01-02-2016 17:30	95
01-02-2016 17:35	90
01-02-2016 17:40	91
01-02-2016 17:45	72
01-02-2016 17:50	83
01-02-2016 17:55	79
01-02-2016 18:00	80
01-02-2016 18:05	80
01-02-2016 18:10	70
01-02-2016 18:15	83
01-02-2016 18:20	82
01-02-2016 18:25	72
01-02-2016 18:30	74
01-02-2016 18:35	70
01-02-2016 18:40	77
01-02-2016 18:45	72
01-02-2016 18:50	68
01-02-2016 18:55	66
01-02-2016 19:00	84
01-02-2016 19:05	63
01-02-2016 19:10	65
01-02-2016 19:15	79
01-02-2016 19:20	65
01-02-2016 19:25	64
01-02-2016 19:30	64
01-02-2016 19:35	56
01-02-2016 19:40	62
01-02-2016 19:45	58
01-02-2016 19:50	50
01-02-2016 19:55	44
01-02-2016 20:00	46
01-02-2016 20:05	46
01-02-2016 20:10	47
01-02-2016 20:15	44
01-02-2016 20:20	42
01-02-2016 20:25	53
01-02-2016 20:30	38
01-02-2016 20:35	39
01-02-2016 20:40	43
01-02-2016 20:45	29
01-02-2016 20:50	43
01-02-2016 20:55	50
01-02-2016 21:00	43
01-02-2016 21:05	42
01-02-2016 21:10	46
01-02-2016 21:15	51
01-02-2016 21:20	40
01-02-2016 21:25	33
01-02-2016 21:30	35
01-02-2016 21:35	37
01-02-2016 21:40	32
01-02-2016 21:45	35
01-02-2016 21:50	29
01-02-2016 21:55	26
01-02-2016 22:00	26
01-02-2016 22:05	32
01-02-2016 22:10	31
01-02-2016 22:15	21
01-02-2016 22:20	25
01-02-2016 22:25	24
01-02-2016 22:30	16
01-02-2016 22:35	20
01-02-2016 22:40	22
01-02-2016 22:45	20
01-02-2016 22:50	16
01-02-2016 22:55	14
01-02-2016 23:00	18
01-02-2016 23:05	16
01-02-2016 23:10	16
01-02-2016 23:15	14
01-02-2016 23:20	11
01-02-2016 23:25	16
01-02-2016 23:30	12
01-02-2016 23:35	12
01-02-2016 23:40	10
01-02-2016 23:45	14
01-02-2016 23:50	14
01-02-2016 23:55	10
02-02-2016 00:00	7
02-02-2016 00:05	13
02-02-2016 00:10	9
02-02-2016 00:15	6
02-02-2016 00:20	3
02-02-2016 00:25	7
02-02-2016 00:30	6
02-02-2016 00:35	5
02-02-2016 00:40	2
02-02-2016 00:45	7
02-02-2016 00:50	7
02-02-2016 00:55	6
02-02-2016 01:00	6
02-02-2016 01:05	10
02-02-2016 01:10	5
02-02-2016 01:15	7
02-02-2016 01:20	5
02-02-2016 01:25	5
02-02-2016 01:30	9
02-02-2016 01:35	4
02-02-2016 01:40	2
02-02-2016 01:45	1
02-02-2016 01:50	2
02-02-2016 01:55	5
02-02-2016 02:00	3
02-02-2016 02:05	5
02-02-2016 02:10	1
02-02-2016 02:15	5
02-02-2016 02:20	4
02-02-2016 02:25	3
02-02-2016 02:30	3
02-02-2016 02:35	5
02-02-2016 02:40	3
02-02-2016 02:45	1
02-02-2016 02:50	3
02-02-2016 02:55	7
02-02-2016 03:00	2
02-02-2016 03:05	4
02-02-2016 03:10	7
02-02-2016 03:15	6
02-02-2016 03:20	7
02-02-2016 03:25	8
02-02-2016 03:30	2
02-02-2016 03:35	6
02-02-2016 03:40	8
02-02-2016 03:45	8
02-02-2016 03:50	7
02-02-2016 03:55	6
02-02-2016 04:00	7
02-02-2016 04:05	14
02-02-2016 04:10	9
02-02-2016 04:15	17
02-02-2016 04:20	17
02-02-2016 04:25	12
02-02-2016 04:30	26
02-02-2016 04:35	27
02-02-2016 04:40	34
02-02-2016 04:45	39
02-02-2016 04:50	46
02-02-2016 04:55	46
02-02-2016 05:00	52
02-02-2016 05:05	53
02-02-2016 05:10	61
02-02-2016 05:15	67
02-02-2016 05:20	67
02-02-2016 05:25	63
02-02-2016 05:30	84
02-02-2016 05:35	79
02-02-2016 05:40	109
02-02-2016 05:45	100
02-02-2016 05:50	96
02-02-2016 05:55	97
02-02-2016 06:00	117
02-02-2016 06:05	94
02-02-2016 06:10	109
02-02-2016 06:15	130
02-02-2016 06:20	128
02-02-2016 06:25	150
02-02-2016 06:30	160
02-02-2016 06:35	172
02-02-2016 06:40	180
02-02-2016 06:45	174
02-02-2016 06:50	148
02-02-2016 06:55	147
02-02-2016 07:00	149
02-02-2016 07:05	153
02-02-2016 07:10	144
02-02-2016 07:15	107
02-02-2016 07:20	94
02-02-2016 07:25	81
02-02-2016 07:30	83
02-02-2016 07:35	85
02-02-2016 07:40	69
02-02-2016 07:45	71
02-02-2016 07:50	75
02-02-2016 07:55	73
02-02-2016 08:00	70
02-02-2016 08:05	59
02-02-2016 08:10	71
02-02-2016 08:15	65
02-02-2016 08:20	66
02-02-2016 08:25	70
02-02-2016 08:30	69
02-02-2016 08:35	77
02-02-2016 08:40	75
02-02-2016 08:45	67
02-02-2016 08:50	82
02-02-2016 08:55	70
02-02-2016 09:00	88
02-02-2016 09:05	89
02-02-2016 09:10	80
02-02-2016 09:15	106
02-02-2016 09:20	103
02-02-2016 09:25	106
02-02-2016 09:30	120
02-02-2016 09:35	102
02-02-2016 09:40	111
02-02-2016 09:45	106
02-02-2016 09:50	91
02-02-2016 09:55	112
02-02-2016 10:00	112
02-02-2016 10:05	95
02-02-2016 10:10	108
02-02-2016 10:15	92
02-02-2016 10:20	113
02-02-2016 10:25	92
02-02-2016 10:30	103
02-02-2016 10:35	107
02-02-2016 10:40	111
02-02-2016 10:45	94
02-02-2016 10:50	110
02-02-2016 10:55	78
02-02-2016 11:00	101
02-02-2016 11:05	86
02-02-2016 11:10	98
02-02-2016 11:15	93
02-02-2016 11:20	104
02-02-2016 11:25	100
02-02-2016 11:30	124
02-02-2016 11:35	104
02-02-2016 11:40	106
02-02-2016 11:45	105
02-02-2016 11:50	79
02-02-2016 11:55	87
02-02-2016 12:00	87
02-02-2016 12:05	93
02-02-2016 12:10	93
02-02-2016 12:15	95
02-02-2016 12:20	110
02-02-2016 12:25	71
02-02-2016 12:30	87
02-02-2016 12:35	102
02-02-2016 12:40	79
02-02-2016 12:45	87
02-02-2016 12:50	97
02-02-2016 12:55	98
02-02-2016 13:00	85
02-02-2016 13:05	86
02-02-2016 13:10	81
02-02-2016 13:15	72
02-02-2016 13:20	97
02-02-2016 13:25	81
02-02-2016 13:30	90
02-02-2016 13:35	80
02-02-2016 13:40	88
02-02-2016 13:45	92
02-02-2016 13:50	91
02-02-2016 13:55	89
02-02-2016 14:00	101
02-02-2016 14:05	92
02-02-2016 14:10	103
02-02-2016 14:15	123
02-02-2016 14:20	98
02-02-2016 14:25	94
02-02-2016 14:30	82
02-02-2016 14:35	105
02-02-2016 14:40	110
02-02-2016 14:45	94
02-02-2016 14:50	117
02-02-2016 14:55	98
02-02-2016 15:00	115
02-02-2016 15:05	91
02-02-2016 15:10	96
02-02-2016 15:15	97
02-02-2016 15:20	105
02-02-2016 15:25	96
02-02-2016 15:30	93
02-02-2016 15:35	101
02-02-2016 15:40	113
02-02-2016 15:45	99
02-02-2016 15:50	85
02-02-2016 15:55	100
02-02-2016 16:00	102
02-02-2016 16:05	96
02-02-2016 16:10	91
02-02-2016 16:15	91
02-02-2016 16:20	99
02-02-2016 16:25	78
02-02-2016 16:30	91
02-02-2016 16:35	82
02-02-2016 16:40	79
02-02-2016 16:45	98
02-02-2016 16:50	108
02-02-2016 16:55	88
02-02-2016 17:00	76
02-02-2016 17:05	94
02-02-2016 17:10	103
02-02-2016 17:15	106
02-02-2016 17:20	105
02-02-2016 17:25	97
02-02-2016 17:30	84
02-02-2016 17:35	82
02-02-2016 17:40	90
02-02-2016 17:45	91
02-02-2016 17:50	84
02-02-2016 17:55	88
02-02-2016 18:00	73
02-02-2016 18:05	83
02-02-2016 18:10	71
02-02-2016 18:15	88
02-02-2016 18:20	88
02-02-2016 18:25	63
02-02-2016 18:30	72
02-02-2016 18:35	82
02-02-2016 18:40	74
02-02-2016 18:45	77
02-02-2016 18:50	78
02-02-2016 18:55	79
02-02-2016 19:00	54
02-02-2016 19:05	68
02-02-2016 19:10	67
02-02-2016 19:15	74
02-02-2016 19:20	67
02-02-2016 19:25	76
02-02-2016 19:30	61
02-02-2016 19:35	64
02-02-2016 19:40	54
02-02-2016 19:45	67
02-02-2016 19:50	62
02-02-2016 19:55	52
02-02-2016 20:00	60
02-02-2016 20:05	48
02-02-2016 20:10	57
02-02-2016 20:15	62
02-02-2016 20:20	48
02-02-2016 20:25	52
02-02-2016 20:30	50
02-02-2016 20:35	49
02-02-2016 20:40	40
02-02-2016 20:45	51
02-02-2016 20:50	43
02-02-2016 20:55	42
02-02-2016 21:00	44
02-02-2016 21:05	41
02-02-2016 21:10	45
02-02-2016 21:15	57
02-02-2016 21:20	45
02-02-2016 21:25	33
02-02-2016 21:30	30
02-02-2016 21:35	29
02-02-2016 21:40	34
02-02-2016 21:45	33
02-02-2016 21:50	25
02-02-2016 21:55	42
02-02-2016 22:00	27
02-02-2016 22:05	26
02-02-2016 22:10	31
02-02-2016 22:15	38
02-02-2016 22:20	33
02-02-2016 22:25	21
02-02-2016 22:30	23
02-02-2016 22:35	32
02-02-2016 22:40	33
02-02-2016 22:45	19
02-02-2016 22:50	15
02-02-2016 22:55	14
02-02-2016 23:00	15
02-02-2016 23:05	20
02-02-2016 23:10	20
02-02-2016 23:15	12
02-02-2016 23:20	11
02-02-2016 23:25	10
02-02-2016 23:30	26
02-02-2016 23:35	12
02-02-2016 23:40	6
02-02-2016 23:45	22
02-02-2016 23:50	20
02-02-2016 23:55	11
04-02-2016 00:00	7
04-02-2016 00:05	10
04-02-2016 00:10	8
04-02-2016 00:15	9
04-02-2016 00:20	11
04-02-2016 00:25	5
04-02-2016 00:30	9
04-02-2016 00:35	7
04-02-2016 00:40	5
04-02-2016 00:45	10
04-02-2016 00:50	13
04-02-2016 00:55	4
04-02-2016 01:00	8
04-02-2016 01:05	6
04-02-2016 01:10	9
04-02-2016 01:15	4
04-02-2016 01:20	3
04-02-2016 01:25	4
04-02-2016 01:30	3
04-02-2016 01:35	8
04-02-2016 01:40	6
04-02-2016 01:45	4
04-02-2016 01:50	4
04-02-2016 01:55	3
04-02-2016 02:00	3
04-02-2016 02:05	4
04-02-2016 02:10	4
04-02-2016 02:15	2
04-02-2016 02:20	3
04-02-2016 02:25	3
04-02-2016 02:30	5
04-02-2016 02:35	4
04-02-2016 02:40	4
04-02-2016 02:45	2
04-02-2016 02:50	7
04-02-2016 02:55	1
04-02-2016 03:00	3
04-02-2016 03:05	5
04-02-2016 03:10	3
04-02-2016 03:15	3
04-02-2016 03:20	8
04-02-2016 03:25	4
04-02-2016 03:30	6
04-02-2016 03:35	10
04-02-2016 03:40	9
04-02-2016 03:45	8
04-02-2016 03:50	9
04-02-2016 03:55	9
04-02-2016 04:00	10
04-02-2016 04:05	10
04-02-2016 04:10	8
04-02-2016 04:15	7
04-02-2016 04:20	13
04-02-2016 04:25	8
04-02-2016 04:30	22
04-02-2016 04:35	29
04-02-2016 04:40	32
04-02-2016 04:45	42
04-02-2016 04:50	41
04-02-2016 04:55	48
04-02-2016 05:00	37
04-02-2016 05:05	43
04-02-2016 05:10	74
04-02-2016 05:15	58
04-02-2016 05:20	62
04-02-2016 05:25	64
04-02-2016 05:30	60
04-02-2016 05:35	81
04-02-2016 05:40	87
04-02-2016 05:45	113
04-02-2016 05:50	106
04-02-2016 05:55	103
04-02-2016 06:00	97
04-02-2016 06:05	97
04-02-2016 06:10	98
04-02-2016 06:15	134
04-02-2016 06:20	142
04-02-2016 06:25	146
04-02-2016 06:30	151
04-02-2016 06:35	163
04-02-2016 06:40	175
04-02-2016 06:45	197
04-02-2016 06:50	157
04-02-2016 06:55	136
04-02-2016 07:00	153
04-02-2016 07:05	119
04-02-2016 07:10	124
04-02-2016 07:15	111
04-02-2016 07:20	98
04-02-2016 07:25	91
04-02-2016 07:30	83
04-02-2016 07:35	80
04-02-2016 07:40	83
04-02-2016 07:45	69
04-02-2016 07:50	73
04-02-2016 07:55	71
04-02-2016 08:00	62
04-02-2016 08:05	78
04-02-2016 08:10	89
04-02-2016 08:15	68
04-02-2016 08:20	78
04-02-2016 08:25	84
04-02-2016 08:30	75
04-02-2016 08:35	67
04-02-2016 08:40	74
04-02-2016 08:45	67
04-02-2016 08:50	76
04-02-2016 08:55	60
04-02-2016 09:00	81
04-02-2016 09:05	78
04-02-2016 09:10	98
04-02-2016 09:15	107
04-02-2016 09:20	104
04-02-2016 09:25	116
04-02-2016 09:30	120
04-02-2016 09:35	117
04-02-2016 09:40	125
04-02-2016 09:45	98
04-02-2016 09:50	107
04-02-2016 09:55	107
04-02-2016 10:00	115
04-02-2016 10:05	98
04-02-2016 10:10	108
04-02-2016 10:15	121
04-02-2016 10:20	123
04-02-2016 10:25	111
04-02-2016 10:30	108
04-02-2016 10:35	105
04-02-2016 10:40	114
04-02-2016 10:45	114
04-02-2016 10:50	105
04-02-2016 10:55	95
04-02-2016 11:00	101
04-02-2016 11:05	104
04-02-2016 11:10	117
04-02-2016 11:15	105
04-02-2016 11:20	124
04-02-2016 11:25	75
04-02-2016 11:30	102
04-02-2016 11:35	115
04-02-2016 11:40	112
04-02-2016 11:45	105
04-02-2016 11:50	93
04-02-2016 11:55	97
04-02-2016 12:00	89
04-02-2016 12:05	77
04-02-2016 12:10	92
04-02-2016 12:15	100
04-02-2016 12:20	97
04-02-2016 12:25	105
04-02-2016 12:30	99
04-02-2016 12:35	94
04-02-2016 12:40	116
04-02-2016 12:45	96
04-02-2016 12:50	110
04-02-2016 12:55	93
04-02-2016 13:00	102
04-02-2016 13:05	99
04-02-2016 13:10	82
04-02-2016 13:15	95
04-02-2016 13:20	101
04-02-2016 13:25	99
04-02-2016 13:30	96
