5 Minutes	Lane 1 Flow (Veh/5 Minutes)
13-01-2016 02:35	2
13-01-2016 02:40	4
13-01-2016 02:45	6
13-01-2016 02:50	3
13-01-2016 02:55	4
13-01-2016 03:00	5
13-01-2016 03:05	4
13-01-2016 03:10	3
13-01-2016 03:15	6
13-01-2016 03:20	2
13-01-2016 03:25	3
13-01-2016 03:30	3
13-01-2016 03:35	7
13-01-2016 03:40	8
13-01-2016 03:45	13
13-01-2016 03:50	5
13-01-2016 03:55	8
13-01-2016 04:00	6
13-01-2016 04:05	13
13-01-2016 04:10	13
13-01-2016 04:15	13
13-01-2016 04:20	12
13-01-2016 04:25	19
13-01-2016 04:30	27
13-01-2016 04:35	25
13-01-2016 04:40	29
13-01-2016 04:45	29
13-01-2016 04:50	42
13-01-2016 04:55	39
13-01-2016 05:00	40
13-01-2016 05:05	50
13-01-2016 05:10	54
13-01-2016 05:15	48
13-01-2016 05:20	67
13-01-2016 05:25	71
13-01-2016 05:30	74
13-01-2016 05:35	87
13-01-2016 05:40	103
13-01-2016 05:45	99
13-01-2016 05:50	91
13-01-2016 05:55	93
13-01-2016 06:00	96
13-01-2016 06:05	97
13-01-2016 06:10	113
13-01-2016 06:15	120
13-01-2016 06:20	121
13-01-2016 06:25	139
13-01-2016 06:30	153
13-01-2016 06:35	173
13-01-2016 06:40	155
13-01-2016 06:45	164
13-01-2016 06:50	181
13-01-2016 06:55	139
13-01-2016 07:00	143
13-01-2016 07:05	145
13-01-2016 07:10	130
13-01-2016 07:15	134
13-01-2016 07:20	122
13-01-2016 07:25	98
13-01-2016 07:30	92
13-01-2016 07:35	86
13-01-2016 07:40	84
13-01-2016 07:45	78
13-01-2016 07:50	82
13-01-2016 07:55	70
13-01-2016 08:00	90
13-01-2016 08:05	79
13-01-2016 08:10	75
13-01-2016 08:15	88
13-01-2016 08:20	83
13-01-2016 08:25	71
13-01-2016 08:30	71
13-01-2016 08:35	82
13-01-2016 08:40	74
13-01-2016 08:45	84
13-01-2016 08:50	71
13-01-2016 08:55	92
13-01-2016 09:00	87
13-01-2016 09:05	82
13-01-2016 09:10	117
13-01-2016 09:15	118
13-01-2016 09:20	113
13-01-2016 09:25	121
13-01-2016 09:30	125
13-01-2016 09:35	109
13-01-2016 09:40	112
13-01-2016 09:45	109
13-01-2016 09:50	105
13-01-2016 09:55	98
13-01-2016 10:00	100
13-01-2016 10:05	97
13-01-2016 10:10	121
13-01-2016 10:15	101
13-01-2016 10:20	111
13-01-2016 10:25	101
13-01-2016 10:30	109
13-01-2016 10:35	101
13-01-2016 10:40	111
13-01-2016 10:45	110
13-01-2016 10:50	98
13-01-2016 10:55	93
13-01-2016 11:00	86
13-01-2016 11:05	82
13-01-2016 11:10	111
13-01-2016 11:15	120
13-01-2016 11:20	113
13-01-2016 11:25	118
13-01-2016 11:30	121
13-01-2016 11:35	99
13-01-2016 11:40	100
13-01-2016 11:45	110
13-01-2016 11:50	109
13-01-2016 11:55	95
13-01-2016 12:00	83
13-01-2016 12:05	84
13-01-2016 12:10	83
13-01-2016 12:15	86
13-01-2016 12:20	114
13-01-2016 12:25	104
13-01-2016 12:30	100
13-01-2016 12:35	115
13-01-2016 12:40	105
13-01-2016 12:45	92
13-01-2016 12:50	89
13-01-2016 12:55	80
13-01-2016 13:00	78
13-01-2016 13:05	86
13-01-2016 13:10	90
13-01-2016 13:15	101
13-01-2016 13:20	88
13-01-2016 13:25	104
13-01-2016 13:30	81
13-01-2016 13:35	99
13-01-2016 13:40	100
13-01-2016 13:45	91
13-01-2016 13:50	102
13-01-2016 13:55	66
13-01-2016 14:00	97
13-01-2016 14:05	89
13-01-2016 14:10	93
13-01-2016 14:15	107
13-01-2016 14:20	89
13-01-2016 14:25	106
13-01-2016 14:30	97
13-01-2016 14:35	101
13-01-2016 14:40	102
13-01-2016 14:45	104
13-01-2016 14:50	113
13-01-2016 14:55	100
13-01-2016 15:00	94
13-01-2016 15:05	84
13-01-2016 15:10	94
13-01-2016 15:15	111
13-01-2016 15:20	117
13-01-2016 15:25	123
13-01-2016 15:30	91
13-01-2016 15:35	118
13-01-2016 15:40	106
13-01-2016 15:45	101
13-01-2016 15:50	93
13-01-2016 15:55	97
13-01-2016 16:00	97
13-01-2016 16:05	99
13-01-2016 16:10	115
13-01-2016 16:15	119
13-01-2016 16:20	112
13-01-2016 16:25	92
13-01-2016 16:30	107
13-01-2016 16:35	101
13-01-2016 16:40	105
13-01-2016 16:45	104
13-01-2016 16:50	96
13-01-2016 16:55	88
13-01-2016 17:00	105
13-01-2016 17:05	85
13-01-2016 17:10	94
13-01-2016 17:15	121
13-01-2016 17:20	112
13-01-2016 17:25	105
13-01-2016 17:30	96
13-01-2016 17:35	84
13-01-2016 17:40	88
13-01-2016 17:45	85
13-01-2016 17:50	69
13-01-2016 17:55	67
13-01-2016 18:00	88
13-01-2016 18:05	78
13-01-2016 18:10	64
13-01-2016 18:15	89
13-01-2016 18:20	86
13-01-2016 18:25	75
13-01-2016 18:30	73
13-01-2016 18:35	86
13-01-2016 18:40	87
13-01-2016 18:45	88
13-01-2016 18:50	73
13-01-2016 18:55	92
13-01-2016 19:00	74
13-01-2016 19:05	67
13-01-2016 19:10	75
13-01-2016 19:15	71
13-01-2016 19:20	65
13-01-2016 19:25	65
13-01-2016 19:30	51
13-01-2016 19:35	75
13-01-2016 19:40	63
13-01-2016 19:45	57
13-01-2016 19:50	66
13-01-2016 19:55	56
13-01-2016 20:00	57
13-01-2016 20:05	62
13-01-2016 20:10	46
13-01-2016 20:15	58
13-01-2016 20:20	56
13-01-2016 20:25	48
13-01-2016 20:30	45
13-01-2016 20:35	42
13-01-2016 20:40	46
13-01-2016 20:45	49
13-01-2016 20:50	50
13-01-2016 20:55	47
13-01-2016 21:00	38
13-01-2016 21:05	44
13-01-2016 21:10	53
13-01-2016 21:15	48
13-01-2016 21:20	46
13-01-2016 21:25	53
13-01-2016 21:30	45
13-01-2016 21:35	43
13-01-2016 21:40	41
13-01-2016 21:45	35
13-01-2016 21:50	32
13-01-2016 21:55	35
13-01-2016 22:00	34
13-01-2016 22:05	29
13-01-2016 22:10	27
13-01-2016 22:15	31
13-01-2016 22:20	36
13-01-2016 22:25	34
13-01-2016 22:30	32
13-01-2016 22:35	25
13-01-2016 22:40	29
13-01-2016 22:45	26
13-01-2016 22:50	21
13-01-2016 22:55	16
13-01-2016 23:00	15
13-01-2016 23:05	16
13-01-2016 23:10	17
13-01-2016 23:15	22
13-01-2016 23:20	17
13-01-2016 23:25	13
13-01-2016 23:30	12
13-01-2016 23:35	9
13-01-2016 23:40	19
13-01-2016 23:45	14
13-01-2016 23:50	11
13-01-2016 23:55	13
14-01-2016 00:00	9
14-01-2016 00:05	13
14-01-2016 00:10	8
14-01-2016 00:15	6
14-01-2016 00:20	6
14-01-2016 00:25	7
14-01-2016 00:30	7
14-01-2016 00:35	10
14-01-2016 00:40	7
14-01-2016 00:45	7
14-01-2016 00:50	5
14-01-2016 00:55	7
14-01-2016 01:00	2
14-01-2016 01:05	8
14-01-2016 01:10	2
14-01-2016 01:15	6
14-01-2016 01:20	3
14-01-2016 01:25	5
14-01-2016 01:30	7
14-01-2016 01:35	4
14-01-2016 01:40	5
14-01-2016 01:45	3
14-01-2016 01:50	3
14-01-2016 01:55	3
14-01-2016 02:00	5
14-01-2016 02:05	3
14-01-2016 02:10	9
14-01-2016 02:15	3
14-01-2016 02:20	4
14-01-2016 02:25	3
14-01-2016 02:30	5
14-01-2016 02:35	3
14-01-2016 02:40	3
14-01-2016 02:45	3
14-01-2016 02:50	5
14-01-2016 02:55	3
14-01-2016 03:00	2
14-01-2016 03:05	5
14-01-2016 03:10	5
14-01-2016 03:15	3
14-01-2016 03:20	2
14-01-2016 03:25	4
14-01-2016 03:30	5
14-01-2016 03:35	5
14-01-2016 03:40	3
14-01-2016 03:45	10
14-01-2016 03:50	4
14-01-2016 03:55	4
14-01-2016 04:00	8
14-01-2016 04:05	12
14-01-2016 04:10	21
14-01-2016 04:15	9
14-01-2016 04:20	13
14-01-2016 04:25	17
14-01-2016 04:30	21
14-01-2016 04:35	25
14-01-2016 04:40	22
14-01-2016 04:45	39
14-01-2016 04:50	47
14-01-2016 04:55	42
14-01-2016 05:00	46
14-01-2016 05:05	50
14-01-2016 05:10	69
14-01-2016 05:15	48
14-01-2016 05:20	67
14-01-2016 05:25	63
14-01-2016 05:30	84
14-01-2016 05:35	88
14-01-2016 05:40	101
14-01-2016 05:45	116
14-01-2016 05:50	86
14-01-2016 05:55	86
14-01-2016 06:00	87
14-01-2016 06:05	104
14-01-2016 06:10	119
14-01-2016 06:15	135
14-01-2016 06:20	136
14-01-2016 06:25	130
14-01-2016 06:30	146
14-01-2016 06:35	147
14-01-2016 06:40	159
14-01-2016 06:45	167
14-01-2016 06:50	154
14-01-2016 06:55	148
14-01-2016 07:00	156
14-01-2016 07:05	136
14-01-2016 07:10	137
14-01-2016 07:15	138
14-01-2016 07:20	144
14-01-2016 07:25	115
14-01-2016 07:30	97
14-01-2016 07:35	92
14-01-2016 07:40	82
14-01-2016 07:45	73
14-01-2016 07:50	83
14-01-2016 07:55	75
14-01-2016 08:00	78
14-01-2016 08:05	103
14-01-2016 08:10	83
14-01-2016 08:15	88
14-01-2016 08:20	96
14-01-2016 08:25	93
14-01-2016 08:30	85
14-01-2016 08:35	95
14-01-2016 08:40	81
14-01-2016 08:45	94
14-01-2016 08:50	91
14-01-2016 08:55	96
14-01-2016 09:00	89
14-01-2016 09:05	108
14-01-2016 09:10	99
14-01-2016 09:15	105
14-01-2016 09:20	112
14-01-2016 09:25	115
14-01-2016 09:30	132
14-01-2016 09:35	128
14-01-2016 09:40	130
14-01-2016 09:45	125
14-01-2016 09:50	111
14-01-2016 09:55	125
14-01-2016 10:00	110
14-01-2016 10:05	103
14-01-2016 10:10	110
14-01-2016 10:15	116
14-01-2016 10:20	106
14-01-2016 10:25	122
14-01-2016 10:30	118
14-01-2016 10:35	116
14-01-2016 10:40	112
14-01-2016 10:45	113
14-01-2016 10:50	100
14-01-2016 10:55	106
14-01-2016 11:00	88
14-01-2016 11:05	99
14-01-2016 11:10	101
14-01-2016 11:15	104
14-01-2016 11:20	124
14-01-2016 11:25	107
14-01-2016 11:30	113
14-01-2016 11:35	119
14-01-2016 11:40	106
14-01-2016 11:45	111
14-01-2016 11:50	99
14-01-2016 11:55	91
14-01-2016 12:00	103
14-01-2016 12:05	90
14-01-2016 12:10	77
14-01-2016 12:15	99
14-01-2016 12:20	92
14-01-2016 12:25	93
14-01-2016 12:30	82
14-01-2016 12:35	107
14-01-2016 12:40	104
14-01-2016 12:45	98
14-01-2016 12:50	93
14-01-2016 12:55	80
14-01-2016 13:00	96
14-01-2016 13:05	95
14-01-2016 13:10	87
14-01-2016 13:15	93
14-01-2016 13:20	110
14-01-2016 13:25	101
14-01-2016 13:30	100
14-01-2016 13:35	103
14-01-2016 13:40	99
14-01-2016 13:45	120
14-01-2016 13:50	86
14-01-2016 13:55	94
14-01-2016 14:00	89
14-01-2016 14:05	95
14-01-2016 14:10	94
14-01-2016 14:15	103
14-01-2016 14:20	119
14-01-2016 14:25	107
14-01-2016 14:30	96
14-01-2016 14:35	94
14-01-2016 14:40	94
14-01-2016 14:45	97
14-01-2016 14:50	83
14-01-2016 14:55	104
14-01-2016 15:00	107
14-01-2016 15:05	112
14-01-2016 15:10	89
14-01-2016 15:15	103
14-01-2016 15:20	121
14-01-2016 15:25	109
14-01-2016 15:30	91
14-01-2016 15:35	121
14-01-2016 15:40	115
14-01-2016 15:45	105
14-01-2016 15:50	103
14-01-2016 15:55	86
14-01-2016 16:00	106
14-01-2016 16:05	104
14-01-2016 16:10	85
14-01-2016 16:15	94
14-01-2016 16:20	98
14-01-2016 16:25	93
14-01-2016 16:30	90
14-01-2016 16:35	96
14-01-2016 16:40	111
14-01-2016 16:45	100
14-01-2016 16:50	85
14-01-2016 16:55	83
14-01-2016 17:00	99
14-01-2016 17:05	93
14-01-2016 17:10	102
14-01-2016 17:15	110
14-01-2016 17:20	112
14-01-2016 17:25	103
14-01-2016 17:30	88
14-01-2016 17:35	77
14-01-2016 17:40	76
14-01-2016 17:45	104
14-01-2016 17:50	92
14-01-2016 17:55	85
14-01-2016 18:00	64
14-01-2016 18:05	77
14-01-2016 18:10	83
14-01-2016 18:15	83
14-01-2016 18:20	91
14-01-2016 18:25	79
14-01-2016 18:30	85
14-01-2016 18:35	73
14-01-2016 18:40	81
14-01-2016 18:45	82
14-01-2016 18:50	81
14-01-2016 18:55	60
14-01-2016 19:00	74
14-01-2016 19:05	73
14-01-2016 19:10	79
14-01-2016 19:15	74
14-01-2016 19:20	80
14-01-2016 19:25	76
14-01-2016 19:30	77
14-01-2016 19:35	68
14-01-2016 19:40	83
14-01-2016 19:45	67
14-01-2016 19:50	61
14-01-2016 19:55	47
14-01-2016 20:00	67
14-01-2016 20:05	55
14-01-2016 20:10	67
14-01-2016 20:15	62
14-01-2016 20:20	63
14-01-2016 20:25	72
14-01-2016 20:30	43
14-01-2016 20:35	53
14-01-2016 20:40	49
14-01-2016 20:45	64
14-01-2016 20:50	46
14-01-2016 20:55	54
14-01-2016 21:00	51
14-01-2016 21:05	39
14-01-2016 21:10	45
14-01-2016 21:15	59
14-01-2016 21:20	45
14-01-2016 21:25	49
14-01-2016 21:30	40
14-01-2016 21:35	40
14-01-2016 21:40	37
14-01-2016 21:45	35
14-01-2016 21:50	36
14-01-2016 21:55	38
14-01-2016 22:00	41
14-01-2016 22:05	29
14-01-2016 22:10	35
14-01-2016 22:15	42
14-01-2016 22:20	36
14-01-2016 22:25	37
14-01-2016 22:30	22
14-01-2016 22:35	32
14-01-2016 22:40	19
14-01-2016 22:45	23
14-01-2016 22:50	20
14-01-2016 22:55	21
14-01-2016 23:00	21
14-01-2016 23:05	23
14-01-2016 23:10	17
14-01-2016 23:15	17
14-01-2016 23:20	20
14-01-2016 23:25	19
14-01-2016 23:30	19
14-01-2016 23:35	8
14-01-2016 23:40	17
14-01-2016 23:45	20
14-01-2016 23:50	11
14-01-2016 23:55	10
15-01-2016 00:00	13
15-01-2016 00:05	12
15-01-2016 00:10	9
15-01-2016 00:15	9
15-01-2016 00:20	10
15-01-2016 00:25	7
15-01-2016 00:30	9
15-01-2016 00:35	7
15-01-2016 00:40	11
15-01-2016 00:45	13
15-01-2016 00:50	10
15-01-2016 00:55	9
15-01-2016 01:00	9
15-01-2016 01:05	5
15-01-2016 01:10	4
15-01-2016 01:15	8
15-01-2016 01:20	4
15-01-2016 01:25	3
15-01-2016 01:30	3
15-01-2016 01:35	2
15-01-2016 01:40	5
15-01-2016 01:45	1
15-01-2016 01:50	4
15-01-2016 01:55	5
15-01-2016 02:00	8
15-01-2016 02:05	4
15-01-2016 02:10	3
15-01-2016 02:15	2
15-01-2016 02:20	4
15-01-2016 02:25	5
15-01-2016 02:30	6
15-01-2016 02:35	6
15-01-2016 02:40	8
15-01-2016 02:45	6
15-01-2016 02:50	5
15-01-2016 02:55	6
15-01-2016 03:00	7
15-01-2016 03:05	2
15-01-2016 03:10	6
15-01-2016 03:15	5
15-01-2016 03:20	2
15-01-2016 03:25	4
15-01-2016 03:30	2
15-01-2016 03:35	6
15-01-2016 03:40	8
15-01-2016 03:45	6
15-01-2016 03:50	6
15-01-2016 03:55	8
15-01-2016 04:00	3
15-01-2016 04:05	10
15-01-2016 04:10	17
15-01-2016 04:15	17
15-01-2016 04:20	10
15-01-2016 04:25	11
15-01-2016 04:30	14
15-01-2016 04:35	16
15-01-2016 04:40	33
15-01-2016 04:45	31
15-01-2016 04:50	38
15-01-2016 04:55	31
15-01-2016 05:00	34
15-01-2016 05:05	47
15-01-2016 05:10	46
15-01-2016 05:15	50
15-01-2016 05:20	54
15-01-2016 05:25	60
15-01-2016 05:30	67
15-01-2016 05:35	82
15-01-2016 05:40	86
15-01-2016 05:45	74
15-01-2016 05:50	82
15-01-2016 05:55	80
15-01-2016 06:00	98
15-01-2016 06:05	103
15-01-2016 06:10	118
15-01-2016 06:15	117
15-01-2016 06:20	122
15-01-2016 06:25	120
15-01-2016 06:30	139
15-01-2016 06:35	150
15-01-2016 06:40	153
15-01-2016 06:45	150
15-01-2016 06:50	143
15-01-2016 06:55	151
15-01-2016 07:00	158
15-01-2016 07:05	140
15-01-2016 07:10	143
15-01-2016 07:15	128
15-01-2016 07:20	124
15-01-2016 07:25	113
15-01-2016 07:30	120
15-01-2016 07:35	95
15-01-2016 07:40	90
15-01-2016 07:45	82
15-01-2016 07:50	83
15-01-2016 07:55	89
15-01-2016 08:00	94
15-01-2016 08:05	91
15-01-2016 08:10	98
15-01-2016 08:15	97
15-01-2016 08:20	93
15-01-2016 08:25	86
15-01-2016 08:30	84
15-01-2016 08:35	94
15-01-2016 08:40	91
15-01-2016 08:45	96
15-01-2016 08:50	85
15-01-2016 08:55	99
15-01-2016 09:00	86
15-01-2016 09:05	102
15-01-2016 09:10	98
15-01-2016 09:15	114
15-01-2016 09:20	119
15-01-2016 09:25	114
15-01-2016 09:30	117
15-01-2016 09:35	124
15-01-2016 09:40	116
15-01-2016 09:45	118
15-01-2016 09:50	106
15-01-2016 09:55	101
15-01-2016 10:00	110
15-01-2016 10:05	112
15-01-2016 10:10	105
15-01-2016 10:15	102
15-01-2016 10:20	111
15-01-2016 10:25	125
15-01-2016 10:30	109
15-01-2016 10:35	105
15-01-2016 10:40	125
15-01-2016 10:45	117
15-01-2016 10:50	98
15-01-2016 10:55	108
15-01-2016 11:00	106
15-01-2016 11:05	119
15-01-2016 11:10	102
15-01-2016 11:15	79
15-01-2016 11:20	109
15-01-2016 11:25	89
15-01-2016 11:30	105
15-01-2016 11:35	126
15-01-2016 11:40	105
15-01-2016 11:45	118
15-01-2016 11:50	121
15-01-2016 11:55	105
15-01-2016 12:00	107
15-01-2016 12:05	83
15-01-2016 12:10	116
15-01-2016 12:15	106
15-01-2016 12:20	104
15-01-2016 12:25	115
15-01-2016 12:30	117
15-01-2016 12:35	106
15-01-2016 12:40	96
15-01-2016 12:45	109
15-01-2016 12:50	118
15-01-2016 12:55	87
15-01-2016 13:00	129
15-01-2016 13:05	104
15-01-2016 13:10	92
15-01-2016 13:15	108
15-01-2016 13:20	124
15-01-2016 13:25	110
15-01-2016 13:30	109
15-01-2016 13:35	100
15-01-2016 13:40	102
15-01-2016 13:45	104
15-01-2016 13:50	118
15-01-2016 13:55	121
15-01-2016 14:00	116
15-01-2016 14:05	119
15-01-2016 14:10	102
15-01-2016 14:15	101
15-01-2016 14:20	114
15-01-2016 14:25	101
15-01-2016 14:30	79
15-01-2016 14:35	86
15-01-2016 14:40	113
15-01-2016 14:45	113
15-01-2016 14:50	115
15-01-2016 14:55	104
15-01-2016 15:00	123
15-01-2016 15:05	115
15-01-2016 15:10	98
15-01-2016 15:15	90
15-01-2016 15:20	117
15-01-2016 15:25	101
15-01-2016 15:30	92
15-01-2016 15:35	114
15-01-2016 15:40	95
15-01-2016 15:45	115
15-01-2016 15:50	104
15-01-2016 15:55	99
15-01-2016 16:00	110
15-01-2016 16:05	109
15-01-2016 16:10	91
15-01-2016 16:15	98
15-01-2016 16:20	94
15-01-2016 16:25	97
15-01-2016 16:30	99
15-01-2016 16:35	98
15-01-2016 16:40	87
15-01-2016 16:45	93
15-01-2016 16:50	82
15-01-2016 16:55	87
15-01-2016 17:00	101
15-01-2016 17:05	83
15-01-2016 17:10	94
15-01-2016 17:15	104
15-01-2016 17:20	86
15-01-2016 17:25	86
15-01-2016 17:30	82
15-01-2016 17:35	87
15-01-2016 17:40	103
15-01-2016 17:45	83
15-01-2016 17:50	83
15-01-2016 17:55	87
15-01-2016 18:00	63
15-01-2016 18:05	84
15-01-2016 18:10	73
15-01-2016 18:15	77
15-01-2016 18:20	83
15-01-2016 18:25	87
15-01-2016 18:30	78
15-01-2016 18:35	81
15-01-2016 18:40	73
15-01-2016 18:45	84
15-01-2016 18:50	92
15-01-2016 18:55	89
15-01-2016 19:00	95
15-01-2016 19:05	119
15-01-2016 19:10	101
15-01-2016 19:15	94
15-01-2016 19:20	88
15-01-2016 19:25	95
15-01-2016 19:30	93
15-01-2016 19:35	82
15-01-2016 19:40	77
15-01-2016 19:45	86
15-01-2016 19:50	74
15-01-2016 19:55	72
15-01-2016 20:00	72
15-01-2016 20:05	74
15-01-2016 20:10	67
15-01-2016 20:15	67
15-01-2016 20:20	59
15-01-2016 20:25	63
15-01-2016 20:30	63
15-01-2016 20:35	57
15-01-2016 20:40	51
15-01-2016 20:45	52
15-01-2016 20:50	54
15-01-2016 20:55	49
15-01-2016 21:00	46
15-01-2016 21:05	56
15-01-2016 21:10	60
15-01-2016 21:15	50
15-01-2016 21:20	49
15-01-2016 21:25	43
15-01-2016 21:30	48
15-01-2016 21:35	53
15-01-2016 21:40	52
15-01-2016 21:45	41
15-01-2016 21:50	45
15-01-2016 21:55	47
15-01-2016 22:00	35
15-01-2016 22:05	37
15-01-2016 22:10	38
15-01-2016 22:15	46
15-01-2016 22:20	59
15-01-2016 22:25	44
15-01-2016 22:30	36
15-01-2016 22:35	40
15-01-2016 22:40	28
15-01-2016 22:45	38
15-01-2016 22:50	23
15-01-2016 22:55	29
15-01-2016 23:00	20
15-01-2016 23:05	31
15-01-2016 23:10	23
15-01-2016 23:15	27
15-01-2016 23:20	28
15-01-2016 23:25	22
15-01-2016 23:30	25
15-01-2016 23:35	21
15-01-2016 23:40	33
15-01-2016 23:45	31
15-01-2016 23:50	18
15-01-2016 23:55	19
22-01-2016 00:00	13
22-01-2016 00:05	20
22-01-2016 00:10	7
22-01-2016 00:15	8
22-01-2016 00:20	6
22-01-2016 00:25	5
22-01-2016 00:30	5
22-01-2016 00:35	10
22-01-2016 00:40	12
22-01-2016 00:45	9
22-01-2016 00:50	11
22-01-2016 00:55	7
22-01-2016 01:00	8
22-01-2016 01:05	5
22-01-2016 01:10	5
22-01-2016 01:15	7
22-01-2016 01:20	8
22-01-2016 01:25	4
22-01-2016 01:30	0
22-01-2016 01:35	7
22-01-2016 01:40	8
22-01-2016 01:45	8
22-01-2016 01:50	8
22-01-2016 01:55	5
22-01-2016 02:00	3
22-01-2016 02:05	5
22-01-2016 02:10	1
22-01-2016 02:15	7
22-01-2016 02:20	1
22-01-2016 02:25	2
22-01-2016 02:30	4
22-01-2016 02:35	4
22-01-2016 02:40	4
22-01-2016 02:45	5
22-01-2016 02:50	7
22-01-2016 02:55	3
22-01-2016 03:00	2
22-01-2016 03:05	4
22-01-2016 03:10	4
22-01-2016 03:15	4
22-01-2016 03:20	6
22-01-2016 03:25	5
22-01-2016 03:30	7
22-01-2016 03:35	14
22-01-2016 03:40	6
22-01-2016 03:45	8
22-01-2016 03:50	8
22-01-2016 03:55	7
22-01-2016 04:00	6
22-01-2016 04:05	9
22-01-2016 04:10	10
22-01-2016 04:15	11
22-01-2016 04:20	12
22-01-2016 04:25	15
22-01-2016 04:30	22
22-01-2016 04:35	22
22-01-2016 04:40	23
22-01-2016 04:45	23
22-01-2016 04:50	37
22-01-2016 04:55	40
22-01-2016 05:00	32
22-01-2016 05:05	54
22-01-2016 05:10	46
22-01-2016 05:15	54
22-01-2016 05:20	51
22-01-2016 05:25	55
22-01-2016 05:30	59
22-01-2016 05:35	77
22-01-2016 05:40	97
22-01-2016 05:45	74
22-01-2016 05:50	70
22-01-2016 05:55	99
22-01-2016 06:00	101
22-01-2016 06:05	90
22-01-2016 06:10	109
22-01-2016 06:15	106
22-01-2016 06:20	136
22-01-2016 06:25	134
22-01-2016 06:30	147
22-01-2016 06:35	142
22-01-2016 06:40	169
22-01-2016 06:45	134
22-01-2016 06:50	168
22-01-2016 06:55	145
22-01-2016 07:00	140
22-01-2016 07:05	160
22-01-2016 07:10	159
22-01-2016 07:15	135
22-01-2016 07:20	123
22-01-2016 07:25	116
22-01-2016 07:30	113
22-01-2016 07:35	99
22-01-2016 07:40	99
22-01-2016 07:45	90
22-01-2016 07:50	101
22-01-2016 07:55	94
22-01-2016 08:00	87
22-01-2016 08:05	93
22-01-2016 08:10	102
22-01-2016 08:15	83
22-01-2016 08:20	83
22-01-2016 08:25	94
22-01-2016 08:30	96
22-01-2016 08:35	95
22-01-2016 08:40	95
22-01-2016 08:45	100
22-01-2016 08:50	95
22-01-2016 08:55	88
22-01-2016 09:00	83
22-01-2016 09:05	92
22-01-2016 09:10	102
22-01-2016 09:15	98
22-01-2016 09:20	109
22-01-2016 09:25	120
22-01-2016 09:30	134
22-01-2016 09:35	116
22-01-2016 09:40	105
22-01-2016 09:45	123
22-01-2016 09:50	96
22-01-2016 09:55	115
22-01-2016 10:00	105
22-01-2016 10:05	110
22-01-2016 10:10	98
22-01-2016 10:15	108
22-01-2016 10:20	118
22-01-2016 10:25	108
22-01-2016 10:30	105
22-01-2016 10:35	105
22-01-2016 10:40	106
22-01-2016 10:45	109
22-01-2016 10:50	111
22-01-2016 10:55	91
22-01-2016 11:00	89
22-01-2016 11:05	99
22-01-2016 11:10	102
22-01-2016 11:15	104
22-01-2016 11:20	114
22-01-2016 11:25	113
22-01-2016 11:30	125
22-01-2016 11:35	121
22-01-2016 11:40	98
22-01-2016 11:45	96
22-01-2016 11:50	117
22-01-2016 11:55	97
22-01-2016 12:00	95
22-01-2016 12:05	113
22-01-2016 12:10	105
22-01-2016 12:15	96
22-01-2016 12:20	97
22-01-2016 12:25	95
22-01-2016 12:30	90
22-01-2016 12:35	93
22-01-2016 12:40	103
22-01-2016 12:45	111
22-01-2016 12:50	111
22-01-2016 12:55	91
22-01-2016 13:00	107
22-01-2016 13:05	90
22-01-2016 13:10	117
22-01-2016 13:15	102
22-01-2016 13:20	100
22-01-2016 13:25	116
22-01-2016 13:30	94
22-01-2016 13:35	89
22-01-2016 13:40	100
22-01-2016 13:45	100
22-01-2016 13:50	93
22-01-2016 13:55	88
22-01-2016 14:00	105
22-01-2016 14:05	119
22-01-2016 14:10	110
22-01-2016 14:15	95
22-01-2016 14:20	107
22-01-2016 14:25	122
22-01-2016 14:30	114
22-01-2016 14:35	97
22-01-2016 14:40	116
22-01-2016 14:45	113
22-01-2016 14:50	101
22-01-2016 14:55	96
22-01-2016 15:00	105
22-01-2016 15:05	104
22-01-2016 15:10	84
22-01-2016 15:15	99
22-01-2016 15:20	100
22-01-2016 15:25	104
22-01-2016 15:30	98
22-01-2016 15:35	99
22-01-2016 15:40	109
22-01-2016 15:45	115
22-01-2016 15:50	101
22-01-2016 15:55	106
22-01-2016 16:00	109
22-01-2016 16:05	92
22-01-2016 16:10	107
22-01-2016 16:15	109
22-01-2016 16:20	103
22-01-2016 16:25	117
22-01-2016 16:30	75
22-01-2016 16:35	102
22-01-2016 16:40	93
22-01-2016 16:45	93
22-01-2016 16:50	96
22-01-2016 16:55	87
22-01-2016 17:00	93
22-01-2016 17:05	87
22-01-2016 17:10	95
22-01-2016 17:15	94
22-01-2016 17:20	105
22-01-2016 17:25	95
22-01-2016 17:30	94
22-01-2016 17:35	85
22-01-2016 17:40	91
22-01-2016 17:45	88
22-01-2016 17:50	82
22-01-2016 17:55	83
22-01-2016 18:00	75
22-01-2016 18:05	70
22-01-2016 18:10	70
22-01-2016 18:15	83
22-01-2016 18:20	86
22-01-2016 18:25	102
22-01-2016 18:30	101
22-01-2016 18:35	89
22-01-2016 18:40	94
22-01-2016 18:45	81
22-01-2016 18:50	98
22-01-2016 18:55	91
22-01-2016 19:00	91
22-01-2016 19:05	100
22-01-2016 19:10	90
22-01-2016 19:15	84
22-01-2016 19:20	114
22-01-2016 19:25	93
22-01-2016 19:30	73
22-01-2016 19:35	73
22-01-2016 19:40	77
22-01-2016 19:45	81
22-01-2016 19:50	81
22-01-2016 19:55	79
22-01-2016 20:00	70
